serie;funcion;tiempo;serie;;;;serie;funcion;tiempo O;tiempoOpt;;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:15,4;T386_20150212_1389_1466 mapMatch;30;T386_20150212_1389_1466 mapMatch30;;T386_20150212_2640_2693;mapMatch;00:04,4;00:02,5;55%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:06,5;T386_20150212_1712_1767 mapMatch;30;T386_20150212_1712_1767 mapMatch30;;T386_20150212_2640_2693;mapMatch;00:02,0;00:12,5;634%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:16,3;T386_20150212_2640_2693 mapMatch;30;T386_20150212_2640_2693 mapMatch30;;T386_20150212_2640_2693;mapMatch;00:02,1;00:02,4;110%;;;;;;;;;;;;;
T916_20150208_2161_2196;mapMatch;00:05,2;T916_20150208_2161_2196 mapMatch;30;T916_20150208_2161_2196 mapMatch30;;T386_20150212_2640_2693;mapMatch;00:23,6;00:16,3;69%;;;;;;;;;;;;;
T916_20150208_2241_2271;mapMatch;00:04,6;T916_20150208_2241_2271 mapMatch;30;T916_20150208_2241_2271 mapMatch30;;T386_20150212_2640_2693;mapMatch;00:26,3;00:16,3;62%;;;;;;;;;;;;;
T386_20150207_2302_2341;mapMatch;00:05,4;T386_20150207_2302_2341 mapMatch;31;T386_20150207_2302_2341 mapMatch31;;T386_20150212_2640_2693;mapMatch;00:00,5;00:00,6;109%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:12,5;T386_20150212_1389_1466 mapMatch;31;T386_20150212_1389_1466 mapMatch31;;T386_20150212_2640_2693;mapMatch;00:00,5;00:00,5;99%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:04,6;T386_20150212_1712_1767 mapMatch;31;T386_20150212_1712_1767 mapMatch31;;T386_20150212_2640_2693;mapMatch;00:01,6;00:04,6;284%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:00,6;T386_20150212_2640_2693 mapMatch;31;T386_20150212_2640_2693 mapMatch31;;T386_20150212_2640_2693;mapMatch;00:01,9;00:04,9;254%;;;;;;;;;;;;;
T916_20150208_2161_2196;mapMatch;00:12,6;T916_20150208_2161_2196 mapMatch;31;T916_20150208_2161_2196 mapMatch31;;T386_20150212_2640_2693;mapMatch;00:01,8;00:04,6;258%;;;;;;;;;;;;;
T386_20150207_2302_2341;mapMatch;00:07,2;T386_20150207_2302_2341 mapMatch;32;T386_20150207_2302_2341 mapMatch32;;T386_20150212_2640_2693;mapMatch;00:07,1;00:16,7;233%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:16,1;T386_20150212_1389_1466 mapMatch;32;T386_20150212_1389_1466 mapMatch32;;T386_20150212_2640_2693;mapMatch;00:00,6;00:00,6;94%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:05,2;T386_20150212_1712_1767 mapMatch;32;T386_20150212_1712_1767 mapMatch32;;T386_20150212_2640_2693;mapMatch;00:01,5;00:05,0;336%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:00,5;T386_20150212_2640_2693 mapMatch;32;T386_20150212_2640_2693 mapMatch32;;T386_20150212_2640_2693;mapMatch;00:01,4;00:15,0;1054%;;;;;;;;;;;;;
T386_20150207_2302_2341;mapMatch;00:05,0;T386_20150207_2302_2341 mapMatch;33;T386_20150207_2302_2341 mapMatch33;;T386_20150212_2640_2693;mapMatch;00:01,4;00:00,6;40%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:00,7;T386_20150212_1389_1466 mapMatch;33;T386_20150212_1389_1466 mapMatch33;;T386_20150212_2640_2693;mapMatch;00:03,3;00:07,0;208%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:07,5;T386_20150212_1712_1767 mapMatch;33;T386_20150212_1712_1767 mapMatch33;;T386_20150212_2640_2693;mapMatch;00:05,5;00:08,4;153%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:04,6;T386_20150212_2640_2693 mapMatch;33;T386_20150212_2640_2693 mapMatch33;;T386_20150212_2640_2693;mapMatch;00:01,4;00:05,7;391%;;;;;;;;;;;;;
T386_20150207_2302_2341;mapMatch;00:05,1;T386_20150207_2302_2341 mapMatch;34;T386_20150207_2302_2341 mapMatch34;;T386_20150212_2640_2693;mapMatch;00:24,2;00:25,9;107%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:00,7;T386_20150212_1389_1466 mapMatch;34;T386_20150212_1389_1466 mapMatch34;;T386_20150212_2640_2693;mapMatch;00:20,9;00:03,5;17%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:04,7;T386_20150212_1712_1767 mapMatch;34;T386_20150212_1712_1767 mapMatch34;;T386_20150212_2640_2693;mapMatch;00:17,0;00:14,2;84%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:04,9;T386_20150212_2640_2693 mapMatch;34;T386_20150212_2640_2693 mapMatch34;;T386_20150212_2640_2693;mapMatch;00:00,6;00:00,6;102%;;;;;;;;;;;;;
T386_20150207_2302_2341;mapMatch;00:06,8;T386_20150207_2302_2341 mapMatch;35;T386_20150207_2302_2341 mapMatch35;;T386_20150212_2640_2693;mapMatch;00:01,5;00:04,6;313%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:13,6;T386_20150212_1389_1466 mapMatch;35;T386_20150212_1389_1466 mapMatch35;;T386_20150212_2640_2693;mapMatch;00:01,7;00:04,6;273%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:04,6;T386_20150212_1712_1767 mapMatch;35;T386_20150212_1712_1767 mapMatch35;;T386_20150212_2640_2693;mapMatch;00:01,4;00:04,8;337%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:04,6;T386_20150212_2640_2693 mapMatch;35;T386_20150212_2640_2693 mapMatch35;;T386_20150212_2640_2693;mapMatch;00:01,4;00:04,7;329%;;;;;;;;;;;;;
T386_20150207_2302_2341;mapMatch;00:05,2;T386_20150207_2302_2341 mapMatch;36;T386_20150207_2302_2341 mapMatch36;;T386_20150212_2640_2693;mapMatch;00:01,7;00:04,6;277%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:15,9;T386_20150212_1389_1466 mapMatch;36;T386_20150212_1389_1466 mapMatch36;;T386_20150212_2640_2693;mapMatch;00:01,5;00:04,6;311%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:15,3;T386_20150212_1712_1767 mapMatch;36;T386_20150212_1712_1767 mapMatch36;;T916_20150207_2161_2181;mapMatch;00:02,0;00:04,8;245%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:16,7;T386_20150212_2640_2693 mapMatch;36;T386_20150212_2640_2693 mapMatch36;;T916_20150207_2161_2181;mapMatch;00:02,3;00:04,5;195%;;;;;;;;;;;;;
T386_20150207_2302_2341;mapMatch;00:14,6;T386_20150207_2302_2341 mapMatch;37;T386_20150207_2302_2341 mapMatch37;;T916_20150207_2161_2181;mapMatch;00:02,4;00:04,7;194%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:00,6;T386_20150212_1389_1466 mapMatch;37;T386_20150212_1389_1466 mapMatch37;;T916_20150207_2161_2181;mapMatch;00:04,7;00:20,8;442%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:02,8;T386_20150212_1712_1767 mapMatch;37;T386_20150212_1712_1767 mapMatch37;;T916_20150207_2161_2181;mapMatch;00:10,4;00:03,6;34%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:00,6;T386_20150212_2640_2693 mapMatch;37;T386_20150212_2640_2693 mapMatch37;;T916_20150207_2161_2181;mapMatch;00:02,0;00:00,6;28%;;;;;;;;;;;;;
T386_20150207_2302_2341;mapMatch;00:00,6;T386_20150207_2302_2341 mapMatch;38;T386_20150207_2302_2341 mapMatch38;;T916_20150207_2161_2181;mapMatch;00:09,1;00:14,8;162%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:03,4;T386_20150212_1389_1466 mapMatch;38;T386_20150212_1389_1466 mapMatch38;;T916_20150207_2161_2181;mapMatch;00:22,9;00:20,1;88%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:00,6;T386_20150212_1712_1767 mapMatch;38;T386_20150212_1712_1767 mapMatch38;;T916_20150207_2161_2181;mapMatch;00:21,1;00:11,2;53%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:05,0;T386_20150212_2640_2693 mapMatch;38;T386_20150212_2640_2693 mapMatch38;;T916_20150207_2161_2181;mapMatch;00:10,1;00:04,1;41%;;;;;;;;;;;;;
T386_20150207_2302_2341;mapMatch;00:05,5;T386_20150207_2302_2341 mapMatch;39;T386_20150207_2302_2341 mapMatch39;;T916_20150207_2161_2181;mapMatch;00:33,2;00:25,7;77%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:13,2;T386_20150212_1389_1466 mapMatch;39;T386_20150212_1389_1466 mapMatch39;;T916_20150207_2161_2181;mapMatch;00:38,2;00:20,3;53%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:13,3;T386_20150212_1712_1767 mapMatch;39;T386_20150212_1712_1767 mapMatch39;;T916_20150207_2161_2181;mapMatch;00:00,5;00:00,6;120%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:15,0;T386_20150212_2640_2693 mapMatch;39;T386_20150212_2640_2693 mapMatch39;;T916_20150207_2161_2181;mapMatch;00:00,5;00:00,6;116%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:11,9;T386_20150212_1389_1466 mapMatch;40;T386_20150212_1389_1466 mapMatch40;;T916_20150207_2161_2181;mapMatch;00:10,0;00:09,8;98%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:00,6;T386_20150212_1712_1767 mapMatch;40;T386_20150212_1712_1767 mapMatch40;;T916_20150207_2161_2181;mapMatch;00:01,4;00:05,1;359%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:00,6;T386_20150212_2640_2693 mapMatch;40;T386_20150212_2640_2693 mapMatch40;;T916_20150207_2161_2181;mapMatch;00:07,8;00:07,4;96%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:09,1;T386_20150212_1389_1466 mapMatch;41;T386_20150212_1389_1466 mapMatch41;;T916_20150207_2161_2181;mapMatch;00:18,1;00:13,6;75%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:05,8;T386_20150212_1712_1767 mapMatch;41;T386_20150212_1712_1767 mapMatch41;;T916_20150207_2161_2181;mapMatch;00:00,6;00:00,6;101%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:07,0;T386_20150212_2640_2693 mapMatch;41;T386_20150212_2640_2693 mapMatch41;;T916_20150207_2161_2181;mapMatch;00:01,4;00:04,7;335%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:14,5;T386_20150212_1389_1466 mapMatch;42;T386_20150212_1389_1466 mapMatch42;;T916_20150208_2161_2196;mapMatch;00:01,4;00:05,0;350%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:15,7;T386_20150212_1712_1767 mapMatch;42;T386_20150212_1712_1767 mapMatch42;;T916_20150208_2161_2196;mapMatch;00:01,6;00:04,8;310%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:08,4;T386_20150212_2640_2693 mapMatch;42;T386_20150212_2640_2693 mapMatch42;;T916_20150208_2161_2196;mapMatch;00:01,5;00:04,8;329%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:12,2;T386_20150212_1389_1466 mapMatch;43;T386_20150212_1389_1466 mapMatch43;;T916_20150208_2161_2196;mapMatch;00:01,4;00:04,7;328%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:03,0;T386_20150212_1712_1767 mapMatch;43;T386_20150212_1712_1767 mapMatch43;;T916_20150208_2161_2196;mapMatch;00:01,4;00:04,7;330%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:05,7;T386_20150212_2640_2693 mapMatch;43;T386_20150212_2640_2693 mapMatch43;;T916_20150208_2161_2196;mapMatch;00:24,7;00:13,7;55%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:06,8;T386_20150212_1389_1466 mapMatch;44;T386_20150212_1389_1466 mapMatch44;;T916_20150208_2161_2196;mapMatch;00:01,6;00:01,0;64%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:04,5;T386_20150212_1712_1767 mapMatch;44;T386_20150212_1712_1767 mapMatch44;;T916_20150208_2161_2196;mapMatch;00:12,3;00:13,2;107%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:25,9;T386_20150212_2640_2693 mapMatch;44;T386_20150212_2640_2693 mapMatch44;;T916_20150208_2161_2196;mapMatch;00:03,9;00:02,4;62%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:03,6;T386_20150212_1389_1466 mapMatch;45;T386_20150212_1389_1466 mapMatch45;;T916_20150208_2161_2196;mapMatch;00:01,4;00:05,3;369%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:05,6;T386_20150212_1712_1767 mapMatch;45;T386_20150212_1712_1767 mapMatch45;;T916_20150208_2161_2196;mapMatch;00:01,9;00:06,0;315%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:03,5;T386_20150212_2640_2693 mapMatch;45;T386_20150212_2640_2693 mapMatch45;;T916_20150208_2161_2196;mapMatch;00:05,2;00:08,2;157%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:15,8;T386_20150212_1389_1466 mapMatch;46;T386_20150212_1389_1466 mapMatch46;;T916_20150208_2161_2196;mapMatch;00:01,4;00:04,8;341%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:08,4;T386_20150212_1712_1767 mapMatch;46;T386_20150212_1712_1767 mapMatch46;;T916_20150208_2161_2196;mapMatch;00:01,4;00:04,6;326%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:14,2;T386_20150212_2640_2693 mapMatch;46;T386_20150212_2640_2693 mapMatch46;;T916_20150208_2161_2196;mapMatch;00:01,4;00:04,9;346%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:00,6;T386_20150212_1389_1466 mapMatch;47;T386_20150212_1389_1466 mapMatch47;;T916_20150208_2161_2196;mapMatch;00:01,4;00:04,8;340%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:04,5;T386_20150212_1712_1767 mapMatch;47;T386_20150212_1712_1767 mapMatch47;;T916_20150208_2161_2196;mapMatch;00:01,5;00:04,8;320%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:00,6;T386_20150212_2640_2693 mapMatch;47;T386_20150212_2640_2693 mapMatch47;;T916_20150208_2161_2196;mapMatch;00:02,1;00:04,6;218%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:15,9;T386_20150212_1389_1466 mapMatch;48;T386_20150212_1389_1466 mapMatch48;;T916_20150208_2161_2196;mapMatch;00:07,4;00:07,8;106%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:04,5;T386_20150212_1712_1767 mapMatch;48;T386_20150212_1712_1767 mapMatch48;;T916_20150208_2161_2196;mapMatch;00:02,0;00:05,4;278%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:04,6;T386_20150212_2640_2693 mapMatch;48;T386_20150212_2640_2693 mapMatch48;;T916_20150208_2161_2196;mapMatch;00:01,4;00:05,3;378%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:00,7;T386_20150212_1389_1466 mapMatch;49;T386_20150212_1389_1466 mapMatch49;;T916_20150208_2161_2196;mapMatch;00:01,9;00:06,8;360%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:04,5;T386_20150212_1712_1767 mapMatch;49;T386_20150212_1712_1767 mapMatch49;;T916_20150208_2161_2196;mapMatch;00:02,5;00:05,7;227%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:04,6;T386_20150212_2640_2693 mapMatch;49;T386_20150212_2640_2693 mapMatch49;;T916_20150208_2161_2196;mapMatch;00:14,3;00:20,7;144%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:23,3;T386_20150212_1389_1466 mapMatch;50;T386_20150212_1389_1466 mapMatch50;;T916_20150208_2161_2196;mapMatch;00:10,0;00:11,3;113%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:04,5;T386_20150212_1712_1767 mapMatch;50;T386_20150212_1712_1767 mapMatch50;;T916_20150208_2161_2196;mapMatch;00:00,5;00:00,6;111%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:04,8;T386_20150212_2640_2693 mapMatch;50;T386_20150212_2640_2693 mapMatch50;;T916_20150208_2161_2196;mapMatch;00:01,4;00:05,1;358%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:02,3;T386_20150212_1389_1466 mapMatch;51;T386_20150212_1389_1466 mapMatch51;;T916_20150208_2161_2196;mapMatch;00:05,4;00:08,7;160%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:04,5;T386_20150212_1712_1767 mapMatch;51;T386_20150212_1712_1767 mapMatch51;;T916_20150208_2161_2196;mapMatch;00:01,4;00:05,9;425%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:04,7;T386_20150212_2640_2693 mapMatch;51;T386_20150212_2640_2693 mapMatch51;;T916_20150208_2161_2196;mapMatch;00:01,4;00:05,2;372%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:09,9;T386_20150212_1389_1466 mapMatch;52;T386_20150212_1389_1466 mapMatch52;;T916_20150208_2161_2196;mapMatch;00:12,5;00:12,6;101%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:05,1;T386_20150212_1712_1767 mapMatch;52;T386_20150212_1712_1767 mapMatch52;;T916_20150208_2241_2271;mapMatch;00:01,4;00:04,6;326%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:04,6;T386_20150212_2640_2693 mapMatch;52;T386_20150212_2640_2693 mapMatch52;;T916_20150208_2241_2271;mapMatch;00:05,4;00:10,5;192%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:00,6;T386_20150212_1389_1466 mapMatch;53;T386_20150212_1389_1466 mapMatch53;;T916_20150208_2241_2271;mapMatch;00:12,6;00:16,5;131%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:04,7;T386_20150212_1712_1767 mapMatch;53;T386_20150212_1712_1767 mapMatch53;;T916_20150208_2241_2271;mapMatch;00:08,4;00:02,5;30%;;;;;;;;;;;;;
T386_20150212_2640_2693;mapMatch;00:04,6;T386_20150212_2640_2693 mapMatch;53;T386_20150212_2640_2693 mapMatch53;;T916_20150208_2241_2271;mapMatch;00:09,4;00:02,3;25%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:05,1;T386_20150212_1389_1466 mapMatch;54;T386_20150212_1389_1466 mapMatch54;;T916_20150208_2241_2271;mapMatch;00:01,4;00:05,4;385%;;;;;;;;;;;;;
T386_20150212_1712_1767;mapMatch;00:05,7;T386_20150212_1712_1767 mapMatch;54;T386_20150212_1712_1767 mapMatch54;;T916_20150208_2241_2271;mapMatch;00:01,7;00:05,5;318%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:04,9;T386_20150212_1389_1466 mapMatch;55;T386_20150212_1389_1466 mapMatch55;;T916_20150208_2241_2271;mapMatch;00:06,3;00:07,3;115%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:04,8;T386_20150212_1389_1466 mapMatch;56;T386_20150212_1389_1466 mapMatch56;;T916_20150208_2241_2271;mapMatch;00:02,6;00:18,8;718%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:04,8;T386_20150212_1389_1466 mapMatch;57;T386_20150212_1389_1466 mapMatch57;;T916_20150208_2241_2271;mapMatch;00:05,4;00:02,5;47%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:15,8;T386_20150212_1389_1466 mapMatch;58;T386_20150212_1389_1466 mapMatch58;;T916_20150208_2241_2271;mapMatch;00:01,4;00:05,0;351%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:00,6;T386_20150212_1389_1466 mapMatch;59;T386_20150212_1389_1466 mapMatch59;;T916_20150208_2241_2271;mapMatch;00:08,0;00:06,9;86%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:28,8;T386_20150212_1389_1466 mapMatch;60;T386_20150212_1389_1466 mapMatch60;;T916_20150208_2241_2271;mapMatch;00:01,5;00:05,6;384%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:18,4;T386_20150212_1389_1466 mapMatch;61;T386_20150212_1389_1466 mapMatch61;;T916_20150208_2241_2271;mapMatch;00:01,5;00:05,4;364%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:01,2;T386_20150212_1389_1466 mapMatch;62;T386_20150212_1389_1466 mapMatch62;;T916_20150208_2241_2271;mapMatch;00:01,8;00:05,0;281%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:00,6;T386_20150212_1389_1466 mapMatch;63;T386_20150212_1389_1466 mapMatch63;;T916_20150208_2241_2271;mapMatch;00:01,6;00:05,2;325%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:04,6;T386_20150212_1389_1466 mapMatch;64;T386_20150212_1389_1466 mapMatch64;;T916_20150208_2241_2271;mapMatch;00:01,5;00:05,4;358%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:04,7;T386_20150212_1389_1466 mapMatch;65;T386_20150212_1389_1466 mapMatch65;;T916_20150208_2241_2271;mapMatch;00:04,3;00:07,9;185%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:04,9;T386_20150212_1389_1466 mapMatch;66;T386_20150212_1389_1466 mapMatch66;;T916_20150208_2241_2271;mapMatch;00:01,5;00:05,0;339%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:04,6;T386_20150212_1389_1466 mapMatch;67;T386_20150212_1389_1466 mapMatch67;;T916_20150208_2241_2271;mapMatch;00:01,4;00:04,8;329%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:05,3;T386_20150212_1389_1466 mapMatch;68;T386_20150212_1389_1466 mapMatch68;;T916_20150208_2241_2271;mapMatch;00:01,5;00:05,3;346%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:04,9;T386_20150212_1389_1466 mapMatch;69;T386_20150212_1389_1466 mapMatch69;;T916_20150208_2241_2271;mapMatch;00:07,2;00:06,6;92%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:05,1;T386_20150212_1389_1466 mapMatch;70;T386_20150212_1389_1466 mapMatch70;;T916_20150208_2241_2271;mapMatch;00:01,5;00:04,7;319%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:05,2;T386_20150212_1389_1466 mapMatch;71;T386_20150212_1389_1466 mapMatch71;;T916_20150208_2241_2271;mapMatch;00:01,4;00:04,6;323%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:13,0;T386_20150212_1389_1466 mapMatch;72;T386_20150212_1389_1466 mapMatch72;;T916_20150208_2241_2271;mapMatch;00:01,4;00:04,6;318%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:10,8;T386_20150212_1389_1466 mapMatch;73;T386_20150212_1389_1466 mapMatch73;;T916_20150208_2241_2271;mapMatch;00:01,5;00:04,5;310%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:00,6;T386_20150212_1389_1466 mapMatch;74;T386_20150212_1389_1466 mapMatch74;;T916_20150208_2241_2271;mapMatch;00:07,8;00:06,3;81%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:05,5;T386_20150212_1389_1466 mapMatch;75;T386_20150212_1389_1466 mapMatch75;;T916_20150208_2241_2271;mapMatch;00:19,2;00:13,5;71%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:05,5;T386_20150212_1389_1466 mapMatch;76;T386_20150212_1389_1466 mapMatch76;;T916_20150208_2241_2271;mapMatch;00:00,5;00:00,5;101%;;;;;;;;;;;;;
T386_20150212_1389_1466;mapMatch;00:05,5;T386_20150212_1389_1466 mapMatch;77;T386_20150212_1389_1466 mapMatch77;;T916_20150208_2241_2271;mapMatch;00:01,5;00:04,6;312%;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
